transaction_id,timestamp,customer_id,product_id,product_category,quantity,unit_price,region,payment_method,discount_applied,total_amount,date,year,month,day,hour,day_of_week,week_of_year,is_weekend,gross_revenue,discount_amount,net_revenue,has_discount,discount_tier,price_tier,calculated_total
TXN-000091,2023-01-04 18:00:00,CUST-0002,PROD-048,Electronics,5,319.29,West,Credit Card,5,1516.63,2023-01-04,2023,1,4,18,Wednesday,1,False,1596.45,79.8225,1516.6275,True,None,Luxury,1516.6275
TXN-000092,2023-01-04 19:00:00,CUST-0390,PROD-033,Clothing,6,172.31,South,Mobile,10,930.47,2023-01-04,2023,1,4,19,Wednesday,1,False,1033.8600000000001,103.38600000000002,930.4740000000002,True,Low,Premium,930.4740000000002
TXN-000093,2023-01-04 20:00:00,CUST-0566,PROD-028,Clothing,6,281.31,West,Cash,20,1350.29,2023-01-04,2023,1,4,20,Wednesday,1,False,1687.8600000000001,337.57200000000006,1350.288,True,Medium,Luxury,1350.2880000000002
TXN-000094,2023-01-04 21:00:00,CUST-0106,PROD-009,Home,9,136.21,North,Debit Card,20,980.71,2023-01-04,2023,1,4,21,Wednesday,1,False,1225.89,245.17800000000003,980.7120000000001,True,Medium,Premium,980.7120000000001
TXN-000095,2023-01-04 22:00:00,CUST-0772,PROD-012,Electronics,2,160.94,North,Debit Card,0,321.88,2023-01-04,2023,1,4,22,Wednesday,1,False,321.88,0.0,321.88,False,,Premium,321.88
TXN-000096,2023-01-04 23:00:00,CUST-0822,PROD-005,Electronics,6,329.6,East,Mobile,15,1680.96,2023-01-04,2023,1,4,23,Wednesday,1,False,1977.6000000000001,296.64,1680.96,True,Medium,Luxury,1680.96
TXN-000097,2023-01-05 00:00:00,CUST-0477,PROD-028,Food,9,83.67,South,Cash,15,640.08,2023-01-05,2023,1,5,0,Thursday,1,False,753.03,112.9545,640.0754999999999,True,Medium,Standard,640.0754999999999
TXN-000099,2023-01-05 02:00:00,CUST-0402,PROD-005,Home,6,427.6,West,Mobile,15,2180.76,2023-01-05,2023,1,5,2,Thursday,1,False,2565.6000000000004,384.84000000000003,2180.76,True,Medium,Luxury,2180.76
TXN-000100,2023-01-05 03:00:00,CUST-0730,PROD-034,Clothing,7,69.01,West,Credit Card,5,458.92,2023-01-05,2023,1,5,3,Thursday,1,False,483.07000000000005,24.153500000000005,458.91650000000004,True,None,Standard,458.91650000000004
TXN-000101,2023-01-05 04:00:00,CUST-0556,PROD-046,Electronics,1,449.76,North,Cash,0,449.76,2023-01-05,2023,1,5,4,Thursday,1,False,449.76,0.0,449.76,False,,Luxury,449.76
TXN-000102,2023-01-05 05:00:00,CUST-0162,PROD-034,Electronics,5,48.93,South,Cash,20,195.72,2023-01-05,2023,1,5,5,Thursday,1,False,244.65,48.93000000000001,195.72,True,Medium,Budget,195.72000000000003
TXN-000103,2023-01-05 06:00:00,CUST-0202,PROD-013,Home,4,180.97,East,Cash,0,723.88,2023-01-05,2023,1,5,6,Thursday,1,False,723.88,0.0,723.88,False,,Premium,723.88
TXN-000104,2023-01-05 07:00:00,CUST-0958,PROD-039,Electronics,2,309.15,East,Cash,5,587.38,2023-01-05,2023,1,5,7,Thursday,1,False,618.3,30.915,587.385,True,None,Luxury,587.3849999999999
TXN-000105,2023-01-05 08:00:00,CUST-0996,PROD-042,Home,2,284.11,North,Credit Card,0,568.22,2023-01-05,2023,1,5,8,Thursday,1,False,568.22,0.0,568.22,False,,Luxury,568.22
TXN-000106,2023-01-05 09:00:00,CUST-0270,PROD-045,Home,2,57.23,South,Mobile,15,97.29,2023-01-05,2023,1,5,9,Thursday,1,False,114.46,17.168999999999997,97.291,True,Medium,Standard,97.291
TXN-000107,2023-01-05 10:00:00,CUST-0863,PROD-048,Clothing,7,401.47,East,Mobile,20,2248.23,2023-01-05,2023,1,5,10,Thursday,1,False,2810.29,562.058,2248.232,True,Medium,Luxury,2248.232
TXN-000108,2023-01-05 11:00:00,CUST-0816,PROD-014,Home,4,486.85,East,Credit Card,0,1947.4,2023-01-05,2023,1,5,11,Thursday,1,False,1947.4,0.0,1947.4,False,,Luxury,1947.4
TXN-000109,2023-01-05 12:00:00,CUST-0271,PROD-011,Electronics,6,98.8,North,Cash,10,533.52,2023-01-05,2023,1,5,12,Thursday,1,False,592.8,59.28,533.52,True,Low,Standard,533.52
TXN-000110,2023-01-05 13:00:00,CUST-0456,PROD-042,Food,7,448.61,West,Cash,20,2512.22,2023-01-05,2023,1,5,13,Thursday,1,False,3140.27,628.0540000000001,2512.216,True,Medium,Luxury,2512.2160000000003
TXN-000111,2023-01-05 14:00:00,CUST-0462,PROD-038,Food,9,282.84,East,Debit Card,0,2545.56,2023-01-05,2023,1,5,14,Thursday,1,False,2545.56,0.0,2545.56,False,,Luxury,2545.56
TXN-000112,2023-01-05 15:00:00,CUST-0727,PROD-004,Electronics,2,468.61,North,Debit Card,20,749.78,2023-01-05,2023,1,5,15,Thursday,1,False,937.22,187.44400000000002,749.7760000000001,True,Medium,Luxury,749.7760000000001
TXN-000113,2023-01-05 16:00:00,CUST-0252,PROD-033,Food,9,96.28,East,Credit Card,0,866.52,2023-01-05,2023,1,5,16,Thursday,1,False,866.52,0.0,866.52,False,,Standard,866.52
TXN-000114,2023-01-05 17:00:00,CUST-0702,PROD-007,Food,5,398.09,East,Mobile,0,1990.45,2023-01-05,2023,1,5,17,Thursday,1,False,1990.4499999999998,0.0,1990.4499999999998,False,,Luxury,1990.4499999999998
TXN-000115,2023-01-05 18:00:00,CUST-0296,PROD-041,Home,6,39.29,North,Debit Card,15,200.38,2023-01-05,2023,1,5,18,Thursday,1,False,235.74,35.361,200.37900000000002,True,Medium,Budget,200.379
TXN-000116,2023-01-05 19:00:00,CUST-0725,PROD-008,Food,6,442.77,North,Debit Card,0,2656.62,2023-01-05,2023,1,5,19,Thursday,1,False,2656.62,0.0,2656.62,False,,Luxury,2656.62
TXN-000117,2023-01-05 20:00:00,CUST-0720,PROD-037,Food,3,340.34,South,Mobile,10,918.92,2023-01-05,2023,1,5,20,Thursday,1,False,1021.02,102.102,918.918,True,Low,Luxury,918.918
TXN-000118,2023-01-05 21:00:00,CUST-0749,PROD-010,Food,7,191.42,East,Debit Card,15,1138.95,2023-01-05,2023,1,5,21,Thursday,1,False,1339.9399999999998,200.99099999999996,1138.9489999999998,True,Medium,Premium,1138.9489999999998
TXN-000119,2023-01-05 22:00:00,CUST-0338,PROD-043,Clothing,7,103.33,West,Mobile,10,650.98,2023-01-05,2023,1,5,22,Thursday,1,False,723.31,72.331,650.9789999999999,True,Low,Premium,650.9789999999999
TXN-000120,2023-01-05 23:00:00,CUST-0879,PROD-015,Electronics,8,410.1,West,Credit Card,10,2952.72,2023-01-05,2023,1,5,23,Thursday,1,False,3280.8,328.08000000000004,2952.7200000000003,True,Low,Luxury,2952.7200000000003
TXN-000121,2023-01-06 00:00:00,CUST-0053,PROD-038,Home,5,305.59,South,Debit Card,5,1451.55,2023-01-06,2023,1,6,0,Friday,1,False,1527.9499999999998,76.3975,1451.5524999999998,True,None,Luxury,1451.5524999999998
TXN-000122,2023-01-06 01:00:00,CUST-0792,PROD-015,Food,2,186.6,South,Cash,10,335.88,2023-01-06,2023,1,6,1,Friday,1,False,373.2,37.32,335.88,True,Low,Premium,335.88
TXN-000123,2023-01-06 02:00:00,CUST-0922,PROD-005,Electronics,3,227.48,North,Credit Card,0,682.44,2023-01-06,2023,1,6,2,Friday,1,False,682.4399999999999,0.0,682.4399999999999,False,,Luxury,682.4399999999999
TXN-000124,2023-01-06 03:00:00,CUST-0217,PROD-029,Food,9,415.01,West,Debit Card,20,2988.07,2023-01-06,2023,1,6,3,Friday,1,False,3735.09,747.018,2988.072,True,Medium,Luxury,2988.072
