transaction_id,timestamp,customer_id,product_id,product_category,quantity,unit_price,region,payment_method,discount_applied,total_amount
TXN-000075,2023-01-04 02:00:00,CUST-0340,PROD-039,Electronics,8,448.3,East,Debit Card,5,3407.08
TXN-000076,2023-01-04 03:00:00,CUST-0092,PROD-040,Food,2,110.95,West,Mobile,0,221.9
TXN-000077,2023-01-04 04:00:00,CUST-0367,PROD-013,Clothing,4,213.93,North,Cash,20,684.58
TXN-000078,2023-01-04 05:00:00,CUST-0956,PROD-023,Home,3,162.69,South,Mobile,10,439.26
TXN-000079,2023-01-04 06:00:00,CUST-0455,PROD-016,Electronics,9,395.82,West,Mobile,5,3384.26
TXN-000080,2023-01-04 07:00:00,CUST-0428,PROD-030,Electronics,2,34.56,West,Cash,5,65.66
TXN-000081,2023-01-04 08:00:00,CUST-0509,PROD-004,Clothing,3,106.31,West,Debit Card,5,302.98
TXN-000082,2023-01-04 09:00:00,CUST-0776,PROD-040,Clothing,7,113.21,North,Debit Card,5,752.85
TXN-000083,2023-01-04 10:00:00,CUST-0943,PROD-016,Clothing,4,496.55,South,Credit Card,20,1588.96
TXN-000084,2023-01-04 11:00:00,CUST-0035,PROD-031,Food,6,289.68,North,Debit Card,10,1564.27
TXN-000085,2023-01-04 12:00:00,CUST-0206,PROD-042,Electronics,3,78.09,South,Debit Card,0,234.27
TXN-000086,2023-01-04 13:00:00,CUST-0081,PROD-025,Clothing,1,143.38,South,Cash,15,121.87
TXN-000087,2023-01-04 14:00:00,CUST-0932,PROD-044,Home,6,92.23,South,Credit Card,20,442.7
TXN-000088,2023-01-04 15:00:00,CUST-0562,PROD-012,Electronics,4,71.06,North,Mobile,20,227.39
TXN-000089,2023-01-04 16:00:00,CUST-0872,PROD-026,Electronics,2,400.62,South,Credit Card,15,681.05
TXN-000090,2023-01-04 17:00:00,CUST-0388,PROD-037,Food,7,252.92,East,Debit Card,15,1504.87
TXN-000091,2023-01-04 18:00:00,CUST-0002,PROD-048,Electronics,5,319.29,West,Credit Card,5,1516.63
TXN-000092,2023-01-04 19:00:00,CUST-0390,PROD-033,Clothing,6,172.31,South,Mobile,10,930.47
TXN-000093,2023-01-04 20:00:00,CUST-0566,PROD-028,Clothing,6,281.31,West,Cash,20,1350.29
TXN-000094,2023-01-04 21:00:00,CUST-0106,PROD-009,Home,9,136.21,North,Debit Card,20,980.71
TXN-000095,2023-01-04 22:00:00,CUST-0772,PROD-012,Electronics,2,160.94,North,Debit Card,0,321.88
TXN-000096,2023-01-04 23:00:00,CUST-0822,PROD-005,Electronics,6,329.6,East,Mobile,15,1680.96
TXN-000097,2023-01-05 00:00:00,CUST-0477,PROD-028,Food,9,83.67,South,Cash,15,640.08
TXN-000098,2023-01-05 01:00:00,CUST-0703,PROD-035,Clothing,-1,312.44,West,Credit Card,20,999.81
TXN-000099,2023-01-05 02:00:00,CUST-0402,PROD-005,Home,6,427.6,West,Mobile,15,2180.76
TXN-000100,2023-01-05 03:00:00,CUST-0730,PROD-034,Clothing,7,69.01,West,Credit Card,5,458.92
TXN-000101,2023-01-05 04:00:00,CUST-0556,PROD-046,Electronics,1,449.76,North,Cash,0,449.76
TXN-000102,2023-01-05 05:00:00,CUST-0162,PROD-034,Electronics,5,48.93,South,Cash,20,195.72
TXN-000103,2023-01-05 06:00:00,CUST-0202,PROD-013,Home,4,180.97,East,Cash,0,723.88
TXN-000104,2023-01-05 07:00:00,CUST-0958,PROD-039,Electronics,2,309.15,East,Cash,5,587.38
TXN-000105,2023-01-05 08:00:00,CUST-0996,PROD-042,Home,2,284.11,North,Credit Card,0,568.22
TXN-000106,2023-01-05 09:00:00,CUST-0270,PROD-045,Home,2,57.23,South,Mobile,15,97.29
TXN-000107,2023-01-05 10:00:00,CUST-0863,PROD-048,Clothing,7,401.47,East,Mobile,20,2248.23
TXN-000108,2023-01-05 11:00:00,CUST-0816,PROD-014,Home,4,486.85,East,Credit Card,0,1947.4
TXN-000109,2023-01-05 12:00:00,CUST-0271,PROD-011,Electronics,6,98.8,North,Cash,10,533.52
TXN-000110,2023-01-05 13:00:00,CUST-0456,PROD-042,Food,7,448.61,West,Cash,20,2512.22
TXN-000111,2023-01-05 14:00:00,CUST-0462,PROD-038,Food,9,282.84,East,Debit Card,0,2545.56
TXN-000112,2023-01-05 15:00:00,CUST-0727,PROD-004,Electronics,2,468.61,North,Debit Card,20,749.78
TXN-000113,2023-01-05 16:00:00,CUST-0252,PROD-033,Food,9,96.28,East,Credit Card,0,866.52
TXN-000114,2023-01-05 17:00:00,CUST-0702,PROD-007,Food,5,398.09,East,Mobile,0,1990.45
TXN-000115,2023-01-05 18:00:00,CUST-0296,PROD-041,Home,6,39.29,North,Debit Card,15,200.38
TXN-000116,2023-01-05 19:00:00,CUST-0725,PROD-008,Food,6,442.77,North,Debit Card,0,2656.62
TXN-000117,2023-01-05 20:00:00,CUST-0720,PROD-037,Food,3,340.34,South,Mobile,10,918.92
TXN-000118,2023-01-05 21:00:00,CUST-0749,PROD-010,Food,7,191.42,East,Debit Card,15,1138.95
TXN-000119,2023-01-05 22:00:00,CUST-0338,PROD-043,Clothing,7,103.33,West,Mobile,10,650.98
TXN-000120,2023-01-05 23:00:00,CUST-0879,PROD-015,Electronics,8,410.1,West,Credit Card,10,2952.72
TXN-000121,2023-01-06 00:00:00,CUST-0053,PROD-038,Home,5,305.59,South,Debit Card,5,1451.55
TXN-000122,2023-01-06 01:00:00,CUST-0792,PROD-015,Food,2,186.6,South,Cash,10,335.88
TXN-000123,2023-01-06 02:00:00,CUST-0922,PROD-005,Electronics,3,227.48,North,Credit Card,0,682.44
TXN-000124,2023-01-06 03:00:00,CUST-0217,PROD-029,Food,9,415.01,West,Debit Card,20,2988.07
TXN-000125,2023-01-06 04:00:00,CUST-0764,PROD-019,Clothing,6,176.07,East,Mobile,15,897.96
TXN-000126,2023-01-06 05:00:00,CUST-0188,PROD-010,Clothing,8,53.92,North,Credit Card,15,366.66
TXN-000127,2023-01-06 06:00:00,CUST-0380,PROD-012,Food,8,456.53,East,Debit Card,15,3104.4
TXN-000128,2023-01-06 07:00:00,CUST-0493,PROD-004,Food,5,199.8,West,Credit Card,20,799.2
TXN-000129,2023-01-06 08:00:00,CUST-0041,PROD-031,Food,1,180.71,North,Cash,10,162.64
TXN-000130,2023-01-06 09:00:00,CUST-0157,PROD-018,Clothing,6,110.16,East,Debit Card,5,627.91
TXN-000131,2023-01-06 10:00:00,CUST-0015,PROD-016,Clothing,7,449.74,South,Debit Card,0,3148.18
TXN-000132,2023-01-06 11:00:00,CUST-0813,PROD-040,Electronics,9,116.58,East,Mobile,15,891.84
TXN-000133,2023-01-06 12:00:00,CUST-0065,PROD-036,Home,2,321.97,East,Credit Card,0,643.94
TXN-000134,2023-01-06 13:00:00,CUST-0857,PROD-025,Home,2,441.57,North,Cash,10,794.83
TXN-000135,2023-01-06 14:00:00,CUST-0839,PROD-023,Clothing,1,27.11,West,Mobile,5,25.75
TXN-000136,2023-01-06 15:00:00,CUST-0521,PROD-012,Home,5,416.11,East,Debit Card,15,1768.47
TXN-000137,2023-01-06 16:00:00,CUST-0344,PROD-034,Food,2,211.19,East,Mobile,10,380.14
TXN-000138,2023-01-06 17:00:00,CUST-0129,PROD-036,Electronics,3,332.41,East,Mobile,5,947.37
TXN-000139,2023-01-06 18:00:00,CUST-0648,PROD-037,Clothing,2,192.48,East,Cash,15,327.22
TXN-000140,2023-01-06 19:00:00,CUST-0472,PROD-003,Clothing,4,350.8,South,Debit Card,10,1262.88
TXN-000141,2023-01-06 20:00:00,CUST-0063,PROD-009,Home,3,134.6,West,Cash,0,403.8
TXN-000142,2023-01-06 21:00:00,CUST-0139,PROD-018,Food,9,20.75,West,Debit Card,20,149.4
TXN-000143,2023-01-06 22:00:00,CUST-0499,PROD-043,Electronics,2,474.42,North,Credit Card,15,806.51
TXN-000144,2023-01-06 23:00:00,CUST-0593,PROD-035,Home,7,18.02,East,Credit Card,5,119.83
TXN-000145,2023-01-07 00:00:00,CUST-0392,PROD-034,Clothing,3,413.81,North,Cash,5,1179.36
TXN-000146,2023-01-07 01:00:00,CUST-0675,PROD-041,Clothing,8,92.88,South,Mobile,20,594.43
TXN-000147,2023-01-07 02:00:00,CUST-0419,PROD-014,Home,4,202.19,South,Debit Card,20,647.01
TXN-000148,2023-01-07 03:00:00,CUST-0289,PROD-004,Food,4,413.02,East,Debit Card,10,1486.87
TXN-000149,2023-01-07 04:00:00,CUST-0379,PROD-029,Electronics,9,110.91,North,Cash,20,798.55
TXN-000150,2023-01-07 05:00:00,CUST-0773,PROD-041,Electronics,3,434.2,North,Mobile,15,1107.21
TXN-000151,2023-01-07 06:00:00,CUST-0490,PROD-045,Electronics,7,253.9,West,Mobile,20,1421.84
TXN-000152,2023-01-07 07:00:00,CUST-0231,PROD-015,Electronics,1,189.42,North,Debit Card,15,161.01
TXN-000153,2023-01-07 08:00:00,CUST-0041,PROD-028,Food,7,334.59,South,Credit Card,0,2342.13
TXN-000154,2023-01-07 09:00:00,CUST-0028,PROD-042,Clothing,2,177.28,South,Debit Card,20,283.65
TXN-000155,2023-01-07 10:00:00,CUST-0135,PROD-016,Clothing,6,180.17,East,Credit Card,0,1081.02
TXN-000156,2023-01-07 11:00:00,CUST-0201,PROD-012,Electronics,9,369.43,North,Cash,5,3158.63
TXN-000157,2023-01-07 12:00:00,CUST-0840,PROD-005,Electronics,6,161.82,North,Mobile,20,776.74
TXN-000158,2023-01-07 13:00:00,CUST-0780,PROD-034,Electronics,3,108.38,South,Debit Card,5,308.88
TXN-000159,2023-01-07 14:00:00,CUST-0930,PROD-042,Home,1,405.75,East,Cash,0,405.75
TXN-000160,2023-01-07 15:00:00,CUST-0033,PROD-001,Home,4,404.63,West,Mobile,5,1537.59
TXN-000161,2023-01-07 16:00:00,CUST-0048,PROD-039,Clothing,4,253.82,West,Credit Card,0,1015.28
TXN-000162,2023-01-07 17:00:00,CUST-0503,PROD-032,Clothing,8,268.06,East,Cash,10,1930.03
TXN-000163,2023-01-07 18:00:00,CUST-0407,PROD-026,Electronics,7,351.08,East,Cash,0,2457.56
TXN-000164,2023-01-07 19:00:00,CUST-0574,PROD-017,Home,7,259.54,West,Debit Card,10,1635.1
TXN-000165,2023-01-07 20:00:00,CUST-0728,PROD-048,Food,7,214.35,South,Cash,5,1425.43
TXN-000166,2023-01-07 21:00:00,CUST-0805,PROD-027,Home,2,497.5,North,Cash,0,995.0
TXN-000167,2023-01-07 22:00:00,CUST-0099,PROD-024,Clothing,9,82.34,West,Debit Card,10,666.95
TXN-000168,2023-01-07 23:00:00,CUST-0684,PROD-035,Home,6,300.44,East,Cash,0,1802.64
TXN-000169,2023-01-08 00:00:00,CUST-0872,PROD-046,Clothing,2,444.07,East,Credit Card,15,754.92
TXN-000170,2023-01-08 01:00:00,CUST-0726,PROD-042,Electronics,1,346.74,North,Debit Card,15,294.73
TXN-000171,2023-01-08 02:00:00,CUST-0987,PROD-039,Food,1,441.65,East,Credit Card,5,419.57
TXN-000172,2023-01-08 03:00:00,CUST-0547,PROD-026,Electronics,1,174.8,South,Debit Card,15,148.58
TXN-000173,2023-01-08 04:00:00,CUST-0961,PROD-049,Electronics,4,143.28,East,Mobile,20,458.5
TXN-000174,2023-01-08 05:00:00,CUST-0739,PROD-038,Food,4,427.12,North,Cash,10,1537.63
TXN-000175,2023-01-08 06:00:00,CUST-0613,PROD-023,Food,9,203.12,West,Mobile,20,1462.46
TXN-000176,2023-01-08 07:00:00,,PROD-022,Food,1,357.74,South,Credit Card,15,304.08
TXN-000177,2023-01-08 08:00:00,CUST-0462,PROD-004,Clothing,3,82.4,East,Mobile,5,234.84
TXN-000178,2023-01-08 09:00:00,CUST-0643,PROD-049,Electronics,3,380.36,North,Credit Card,20,912.86
TXN-000179,2023-01-08 10:00:00,CUST-0769,PROD-009,Clothing,8,279.0,West,Mobile,5,2120.4
TXN-000180,2023-01-08 11:00:00,CUST-0005,PROD-004,Food,2,141.62,West,Credit Card,0,283.24
TXN-000181,2023-01-08 12:00:00,CUST-0218,PROD-007,Clothing,6,252.31,North,Cash,20,1211.09
TXN-000182,2023-01-08 13:00:00,CUST-0503,PROD-023,Food,4,351.5,West,Mobile,0,1406.0
TXN-000183,2023-01-08 14:00:00,CUST-0767,PROD-002,Home,6,15.82,West,Credit Card,20,75.94
TXN-000184,2023-01-08 15:00:00,CUST-0398,PROD-049,Food,5,322.36,West,Credit Card,10,1450.62
TXN-000185,2023-01-08 16:00:00,CUST-0871,PROD-024,Electronics,9,275.38,West,Mobile,5,2354.5
TXN-000186,2023-01-08 17:00:00,CUST-0795,PROD-040,Electronics,9,117.94,North,Mobile,0,1061.46
TXN-000187,2023-01-08 18:00:00,CUST-0393,PROD-031,Electronics,1,378.96,North,Mobile,15,322.12
TXN-000188,2023-01-08 19:00:00,CUST-0207,PROD-047,Clothing,3,158.7,East,Cash,20,380.88
TXN-000189,2023-01-08 20:00:00,CUST-0015,PROD-031,Electronics,1,145.66,East,Cash,0,145.66
TXN-000190,2023-01-08 21:00:00,CUST-0858,PROD-047,Food,6,240.9,South,Cash,20,1156.32
TXN-000191,2023-01-08 22:00:00,CUST-0554,PROD-040,Home,3,341.31,West,Mobile,20,819.14
TXN-000192,2023-01-08 23:00:00,CUST-0892,PROD-048,Electronics,1,465.13,West,Credit Card,20,372.1
TXN-000193,2023-01-09 00:00:00,CUST-0461,PROD-043,Clothing,6,79.27,South,Credit Card,0,475.62
TXN-000194,2023-01-09 01:00:00,CUST-0691,PROD-034,Home,5,204.27,North,Credit Card,0,1021.35
TXN-000195,2023-01-09 02:00:00,CUST-0575,PROD-024,Electronics,8,42.82,North,Debit Card,20,274.05
TXN-000196,2023-01-09 03:00:00,,PROD-049,Electronics,2,381.69,South,Mobile,15,648.87
TXN-000197,2023-01-09 04:00:00,CUST-0743,PROD-026,Home,8,229.39,East,Credit Card,5,1743.36
TXN-000198,2023-01-09 05:00:00,CUST-0241,PROD-016,Electronics,5,356.4,East,Mobile,20,1425.6
TXN-000199,2023-01-09 06:00:00,CUST-0564,PROD-047,Clothing,8,167.88,West,Mobile,15,1141.58
TXN-000200,2023-01-09 07:00:00,CUST-0096,PROD-013,Food,4,423.72,East,Credit Card,5,1610.14
TXN-000201,2023-01-09 08:00:00,CUST-0900,PROD-015,Food,4,272.07,North,Mobile,20,870.62
TXN-000202,2023-01-09 09:00:00,CUST-0734,PROD-027,Home,4,472.37,South,Debit Card,5,1795.01
TXN-000203,2023-01-09 10:00:00,CUST-0485,PROD-004,Food,6,48.62,South,Debit Card,20,233.38
TXN-000204,2023-01-09 11:00:00,CUST-0407,PROD-016,Electronics,4,262.0,South,Credit Card,0,1048.0
TXN-000205,2023-01-09 12:00:00,CUST-0231,PROD-030,Electronics,9,385.56,East,Mobile,20,2776.03
TXN-000206,2023-01-09 13:00:00,CUST-0749,PROD-044,Clothing,9,304.07,South,Debit Card,20,2189.3
TXN-000207,2023-01-09 14:00:00,CUST-0655,PROD-030,Food,3,21.37,South,Credit Card,20,51.29
TXN-000208,2023-01-09 15:00:00,CUST-0171,PROD-036,Home,7,486.45,East,Cash,20,2724.12
TXN-000209,2023-01-09 16:00:00,CUST-0541,PROD-003,Electronics,5,156.15,North,Cash,15,663.64
TXN-000210,2023-01-09 17:00:00,CUST-0036,PROD-022,Home,9,132.15,West,Cash,10,1070.42
TXN-000211,2023-01-09 18:00:00,CUST-0525,PROD-049,Electronics,2,247.97,North,Cash,15,421.55
TXN-000212,2023-01-09 19:00:00,CUST-0160,PROD-022,Electronics,3,275.66,East,Debit Card,15,702.93
TXN-000213,2023-01-09 20:00:00,CUST-0839,PROD-049,Clothing,5,385.48,South,Credit Card,0,1927.4
TXN-000214,2023-01-09 21:00:00,CUST-0699,PROD-012,Food,5,202.7,West,Debit Card,20,810.8
TXN-000215,2023-01-09 22:00:00,CUST-0243,PROD-021,Clothing,7,225.58,North,Cash,15,1342.2
TXN-000216,2023-01-09 23:00:00,CUST-0086,PROD-004,Food,8,272.13,West,Mobile,5,2068.19
TXN-000217,2023-01-10 00:00:00,CUST-0796,PROD-031,Home,8,203.25,North,Cash,20,1300.8
TXN-000218,2023-01-10 01:00:00,CUST-0578,PROD-044,Food,1,458.13,North,Mobile,0,458.13
TXN-000219,2023-01-10 02:00:00,CUST-0682,PROD-031,Home,1,427.11,East,Credit Card,0,427.11
TXN-000220,2023-01-10 03:00:00,CUST-0557,PROD-023,Electronics,-1,232.94,North,Debit Card,5,663.88
TXN-000221,2023-01-10 04:00:00,CUST-0574,PROD-020,Home,1,10.1,South,Mobile,0,10.1
TXN-000222,2023-01-10 05:00:00,CUST-0953,PROD-015,Home,1,451.46,East,Cash,20,361.17
TXN-000223,2023-01-10 06:00:00,CUST-0646,PROD-023,Electronics,8,70.92,West,Debit Card,10,510.62
TXN-000224,2023-01-10 07:00:00,CUST-0796,PROD-028,Home,1,129.81,East,Mobile,10,116.83
TXN-000225,2023-01-10 08:00:00,CUST-0028,PROD-016,Home,9,84.66,North,Credit Card,15,647.65
TXN-000226,2023-01-10 09:00:00,CUST-0620,PROD-037,Electronics,2,98.11,West,Mobile,0,196.22
TXN-000227,2023-01-10 10:00:00,CUST-0556,PROD-021,Electronics,9,403.41,South,Mobile,20,2904.55
TXN-000228,2023-01-10 11:00:00,CUST-0340,PROD-015,Electronics,7,293.96,East,Credit Card,5,1954.83
TXN-000229,2023-01-10 12:00:00,CUST-0798,PROD-017,Food,9,478.49,North,Debit Card,5,4091.09
TXN-000230,2023-01-10 13:00:00,CUST-0958,PROD-037,Electronics,3,123.41,West,Credit Card,20,296.18
TXN-000231,2023-01-10 14:00:00,CUST-0331,PROD-013,Electronics,1,247.96,South,Debit Card,20,198.37
TXN-000232,2023-01-10 15:00:00,CUST-0640,PROD-019,Home,1,488.94,South,Debit Card,5,464.49
TXN-000233,2023-01-10 16:00:00,CUST-0506,PROD-030,Clothing,6,414.96,East,Debit Card,0,2489.76
TXN-000234,2023-01-10 17:00:00,CUST-0348,PROD-045,Clothing,7,367.02,West,Mobile,15,2183.77
TXN-000235,2023-01-10 18:00:00,CUST-0473,PROD-018,Food,9,102.6,North,Cash,15,784.89
TXN-000236,2023-01-10 19:00:00,CUST-0231,PROD-014,Food,6,387.01,West,Cash,15,1973.75
TXN-000237,2023-01-10 20:00:00,CUST-0190,PROD-036,Clothing,5,180.31,South,Mobile,20,721.24
TXN-000238,2023-01-10 21:00:00,CUST-0225,PROD-036,Clothing,2,269.96,West,Debit Card,5,512.92
TXN-000239,2023-01-10 22:00:00,CUST-0385,PROD-020,Electronics,2,308.49,East,Credit Card,5,586.13
TXN-000240,2023-01-10 23:00:00,CUST-0377,PROD-019,Home,8,308.59,West,Credit Card,5,2345.28
TXN-000241,2023-01-11 00:00:00,CUST-0283,PROD-045,Electronics,1,366.0,West,Cash,5,347.7
TXN-000242,2023-01-11 01:00:00,CUST-0958,PROD-044,Food,8,334.23,East,Debit Card,5,2540.15
TXN-000243,2023-01-11 02:00:00,CUST-0633,PROD-007,Clothing,7,43.5,West,Mobile,10,274.05
TXN-000244,2023-01-11 03:00:00,CUST-0628,PROD-044,Food,7,234.1,East,Mobile,20,1310.96
TXN-000245,2023-01-11 04:00:00,CUST-0973,PROD-004,Electronics,5,335.37,East,Cash,20,1341.48
